[Retainability,HOSR,RSRP,RSRQ,SINR,Throughput,Distance,FaultCause]
0.988,0.963,-69.228,-18.253,16.627,116.224,0.9,7
0.985,0.945,-72.882,-18.011,14.721,113.501,0.87,7
0.989,0.955,-74.423,-18.003,14.47,104.151,0.883,7
0.995,0.983,-70.5,-17.947,15.347,100.308,0.882,7
1,1,-73.718,-18.19,14.149,118.047,0.895,7
0.985,0.943,-74.116,-17.807,15.644,113.814,0.879,7
0.989,0.962,-72.863,-18.249,14.759,99.228,0.883,7
0.995,0.977,-70.049,-18.223,16.624,123.215,0.904,7
0.995,0.982,-68.712,-18.298,15.709,106.578,0.892,7
0.994,0.979,-69.469,-18.319,15.054,109.334,0.887,7
1,1,-68.13,-18.033,16.371,120.792,0.905,7
1,1,-70.079,-17.934,15.283,135.57,0.906,7
0.989,0.963,-67.736,-18.19,16.184,118.856,0.902,7
0.984,0.927,-70.681,-17.769,15.503,128.242,0.876,7
0.994,0.974,-69.366,-18.217,15.728,128.628,0.925,7
1,1,-70.872,-18.212,15.36,98.029,0.905,7
0.973,0.906,-70.087,-18.345,14.094,112.729,0.917,7
0.994,0.981,-72.418,-18.048,14.312,108.732,0.904,7
0.994,0.982,-73.269,-18.332,14.178,113.814,0.94,7
0.994,0.979,-70.621,-18.309,15.181,113.387,0.91,7
1,1,-72.861,-18.284,14.319,120.537,0.902,7
0.988,0.967,-71.645,-18.219,13.771,96.471,0.909,7
0.99,0.961,-71.989,-18.117,15.102,118.655,0.923,7
1,1,-70.45,-18.057,15.377,118.521,0.933,7
0.995,1,-73.193,-18.454,14.345,91.681,0.931,7
0.989,0.957,-72.427,-18.273,14.716,108.481,0.893,7
0.995,0.981,-70.557,-18.366,15.023,88.313,0.924,7
1,1,-70.83,-17.879,15.169,138.635,0.861,7
0.99,0.964,-70.438,-17.881,14.712,94.174,0.876,7
0.973,0.919,-74.201,-18.177,13.477,94.08,0.899,7
0.995,0.981,-71.758,-17.953,14.827,109.795,0.882,7
0.995,1,-71.861,-18.096,14.472,96.374,0.88,7
0.98,0.902,-69.863,-17.9,15.969,116.108,0.876,7
0.974,0.918,-69.761,-18.126,14.952,101.423,0.871,7
0.994,0.983,-70.621,-18.023,14.279,110.871,0.88,7
1,1,-71.352,-18.141,15.535,109.841,0.875,7
0.988,0.962,-71.411,-17.889,14.518,116.224,0.896,7
0.989,0.981,-74.752,-18.138,14.286,109.334,0.938,7
1,1,-74.117,-18.352,13.377,103.135,0.892,7
0.995,0.971,-72.461,-17.881,15.772,128.234,0.883,7
1,1,-72.379,-18.222,13.963,118.981,0.949,7
0.984,0.938,-73.41,-18.448,12.651,98.508,0.898,7
0.995,0.983,-71.72,-18.226,14.686,90.041,0.912,7
1,1,-72.689,-18.03,15.197,98.767,0.864,7
0.984,0.951,-72.211,-18.438,15.057,113.814,0.876,7
0.99,0.961,-72.998,-18.193,14.409,97.977,0.899,7
0.991,0.956,-76.269,-18.155,14.066,89.032,0.902,7
0.995,0.975,-72.483,-17.951,14.037,107.402,0.867,7
1,1,-72.314,-18.082,13.957,115.455,0.881,7
0.994,0.98,-70.869,-18.197,14.963,113.501,0.852,7
0.989,0.956,-71.327,-18.61,15.621,123.484,0.886,7
0.989,0.958,-70.882,-18.401,15.73,116.041,0.892,7
0.968,0.898,-71.402,-18.796,14.777,102.43,0.858,7
0.989,0.951,-69.496,-18.204,15.71,94.456,0.871,7
1,1,-72.115,-18.353,14.188,103.461,0.887,7
0.976,0.904,-71.493,-18.585,14.601,93.654,0.868,7
0.985,0.936,-73.11,-18.213,14.707,111.147,0.89,7
1,1,-69.83,-18.085,14.211,102.815,0.916,7
1,1,-70.352,-17.773,14.203,123.534,0.893,7
0.984,0.933,-71.598,-17.918,13.648,106.811,0.837,7
0.995,0.978,-70.822,-18.209,13.852,118.165,0.902,7
0.995,0.978,-71.375,-18.1,14.136,117.869,0.885,7
0.989,0.947,-70.137,-18.318,14.204,134.008,0.877,7
0.995,0.976,-69.998,-18.115,15.127,127.611,0.907,7
1,1,-70.963,-17.952,14.877,116.108,0.936,7
0.99,0.944,-70.907,-18.153,14.408,118.402,0.892,7
0.99,0.964,-69.759,-18.254,14.732,94.174,0.869,7
0.981,0.935,-70.34,-17.927,16.328,153.434,0.895,7
0.993,0.984,-73.105,-18.295,14.439,127.598,0.935,7
0.99,0.947,-69.515,-18.122,15.727,127.611,0.894,7
1,1,-71.588,-18.025,14.5,125.251,0.891,7
0.994,0.983,-70.41,-18.06,15.529,118.165,0.903,7
1,1,-68.824,-17.854,15.94,116.224,0.902,7
0.994,0.984,-71.444,-18.183,14.138,106.621,0.923,7
0.995,0.974,-66.997,-17.77,16.352,138.734,0.884,7
0.979,0.951,-71.139,-18.152,14.229,108.874,0.951,7
0.99,0.969,-70.333,-18.09,14.698,98.396,0.905,7
0.982,0.946,-71.135,-18.132,14.328,132.762,0.857,7
0.994,0.983,-69.879,-18.385,16.204,121.278,0.846,7
1,1,-71.842,-18.113,15.401,137.815,0.858,7
1,1,-72.382,-18.252,14.964,123.91,0.925,7
0.988,0.962,-71.872,-18.161,14.414,108.874,0.829,7
1,1,-75.221,-18.072,13.429,118.981,0.9,7
0.983,0.951,-70.832,-18.782,13.418,113.928,0.894,7
0.971,0.902,-70.29,-18.062,15.363,126.168,0.873,7
1,1,-71.701,-18.146,15.545,108.765,0.871,7
0.994,0.985,-72.008,-18.353,14.91,99.228,0.884,7
0.994,0.979,-70.885,-18.305,16.049,146.084,0.886,7
0.975,0.917,-74.79,-18.152,14.326,121.278,0.914,7
0.994,0.981,-70.428,-18.339,16.335,142.51,0.876,7
0.984,0.944,-71.312,-17.913,14.75,113.928,0.872,7
0.995,1,-73.08,-18.098,14.594,103.717,0.92,7
0.989,0.973,-71.564,-18.437,14.573,95.454,0.917,7
0.995,0.982,-72.924,-18.017,14.7,103.05,0.892,7
0.984,0.959,-74.755,-18.486,13.941,99.228,0.892,7
0.989,0.966,-72.086,-18.302,15.352,118.862,0.884,7
0.984,0.942,-72.307,-17.977,14.757,123.91,0.919,7
1,1,-71.565,-18.069,15.201,117.751,0.939,7
0.959,0.891,-72.985,-18.428,12.365,108.547,0.963,7
1,1,-74.254,-18.061,13.506,122.841,0.854,7
1,1,-73.271,-18.086,13.912,109.001,0.951,7
0.979,0.932,-69.714,-18.232,14.359,118.521,0.947,7
0.975,0.917,-72.64,-18.086,13.543,98.767,0.929,7
0.982,0.943,-68.737,-17.847,15.538,118.402,0.907,7
1,1,-71.423,-18.088,14.606,108.547,0.909,7
0.983,0.952,-70.535,-18.083,15.376,104.281,0.87,7
1,1,-71.503,-17.833,14.722,118.981,0.834,7
0.989,0.951,-71.389,-17.969,14.89,118.402,0.938,7
1,1,-72.947,-18.51,13.974,109.218,0.951,7
0.995,0.981,-71.229,-18.139,14.689,114.85,0.902,7
0.995,0.984,-73.019,-18.127,14.771,94.174,0.968,7
1,1,-71.656,-18.312,13.792,98.112,0.982,7
0.995,0.985,-69.365,-18.475,15.363,95.699,0.949,7
0.995,0.984,-72.274,-17.932,14.061,94.174,0.904,7
1,1,-72.484,-18.278,13.981,99.228,0.919,7
0.995,0.982,-71.072,-17.86,15.465,89.121,0.957,7
0.989,0.964,-71.042,-18.273,15.4,118.165,0.921,7
0.994,0.98,-71.52,-18.312,14.544,113.928,0.896,7
0.994,0.981,-72.623,-18.575,14.404,113.928,0.884,7
0.99,0.962,-68.149,-18.354,15.872,105.541,0.893,7
0.984,0.944,-70.771,-18.085,15.539,109.225,0.889,7
1,1,-74.793,-18.176,14.395,103.75,0.875,7
1,1,-70.249,-18.281,15.721,123.641,0.894,7
0.995,0.982,-71.742,-18.235,14.892,103.576,0.884,7
1,1,-77.144,-18.253,13.43,103.509,0.91,7
0.978,0.938,-73.947,-18.055,14.677,98.434,0.909,7
0.984,0.968,-67.209,-18.585,15.422,109.055,0.895,7
0.995,0.971,-71.127,-17.719,15.53,122.958,0.872,7
1,1,-71.126,-18.073,14.759,99.228,0.9,7
0.994,0.979,-72.125,-18.502,14.45,103.023,0.915,7
0.994,0.975,-76.629,-18.157,12.314,108.547,0.883,7
0.983,0.927,-71.605,-18.069,14.4,121.278,0.869,7
0.989,0.947,-70.124,-18.253,14.131,113.847,0.841,7
0.995,0.981,-70.851,-18.396,14.819,93.654,0.906,7
1,1,-69.917,-18.527,14.695,124.034,0.901,7
0.991,0.955,-69.685,-18.303,15.725,99.128,0.873,7
0.985,0.933,-70.845,-18.071,15.106,113.757,0.883,7
0.994,0.98,-74.137,-18.014,14.401,128.302,0.858,7
1,1,-73.811,-17.989,13.652,108.581,0.901,7
1,1,-73.393,-18.115,13.617,121.278,0.847,7
0.995,0.977,-73.77,-18.196,13.58,128.499,0.851,7
0.989,0.951,-72.754,-17.982,13.396,120.424,0.877,7
0.99,0.982,-70.926,-17.907,16.424,144.834,0.858,7
0.995,0.98,-71.858,-17.979,15.206,124.034,0.873,7
0.984,0.935,-71.739,-18.028,14.726,118.41,0.902,7
0.98,0.929,-73.37,-18.118,15.881,118.981,0.88,7
1,1,-70.444,-18.213,15.162,130.072,0.959,7
0.989,0.949,-71.75,-18.083,14.172,112.67,0.872,7
0.994,0.973,-68.247,-17.989,15.366,118.981,0.894,7
1,1,-72.261,-18.152,15.955,123.662,0.879,7
1,1,-67.108,-18.049,14.98,119.836,0.885,7
1,1,-73.629,-18.106,15.71,113.928,0.873,7
0.969,0.91,-68.037,-18.617,14.642,96.374,0.889,7
0.989,0.968,-66.855,-18.071,15.524,99.228,0.894,7
0.995,0.986,-69.805,-18.092,13.552,98.668,0.925,7
0.975,0.924,-69.785,-18.033,14.373,106.471,0.863,7
0.994,0.978,-73.998,-18.225,13.051,109.334,0.892,7
0.988,0.957,-68.827,-18.569,15.434,121.156,0.904,7
0.995,0.98,-68.545,-18.245,15.841,121.156,0.905,7
0.985,0.946,-67.474,-18.138,15.705,103.576,0.926,7
0.974,0.898,-70.171,-18.013,15.261,118.521,0.899,7
0.995,0.984,-70.429,-18.553,15.253,113.961,0.927,7
0.995,0.98,-71.726,-18.305,14.55,95.454,0.922,7
0.995,0.978,-69.601,-18.017,14.26,113.009,0.893,7
1,1,-69.983,-18.299,15.359,99.228,0.926,7
0.988,0.957,-69.87,-17.879,14.696,117.06,0.876,7
0.99,0.979,-68.742,-18.097,15.803,103.961,0.9,7
1,1,-70.934,-17.842,13.916,119.441,0.907,7
0.994,0.971,-75.594,-18.035,14.697,135.842,0.884,7
0.99,0.944,-74.438,-17.911,14.188,121.278,0.875,7
0.987,0.953,-75.717,-17.806,13.773,123.848,0.883,7
0.984,0.93,-76.078,-18.34,13.796,98.93,0.906,7
1,1,-75.085,-18.537,13.843,123.538,0.896,7
0.988,0.96,-72.976,-17.887,13.999,113.814,0.907,7
0.994,0.984,-69.439,-18.307,14.711,109.401,0.9,7
1,1,-75.391,-18.105,13.5,103.032,0.895,7
1,1,-73.278,-17.84,14.206,98.498,0.86,7
1,1,-74.369,-18.084,14.557,104.74,0.9,7
1,1,-71.228,-18.064,15.071,123.042,0.9,7
0.989,0.949,-67.802,-18.306,14.314,123.608,0.904,7
1,1,-76.634,-18.202,14.072,99.228,0.9,7
0.994,0.98,-78.068,-18.055,12.98,94.174,0.878,7
1,1,-75.038,-18.003,13.042,111.093,0.894,7
0.993,0.978,-75.901,-18.373,15.027,133.547,0.875,7
0.991,0.952,-76.756,-18.109,14.015,105.456,0.856,7
0.988,0.968,-73.812,-18.229,14.66,103.461,0.896,7
0.995,0.979,-75.722,-18.064,14.655,99.128,0.849,7
0.995,0.971,-76.711,-18.022,14.159,113.501,0.878,7
0.989,0.946,-72.83,-17.82,14.97,123.848,0.886,7
0.976,0.914,-74.109,-17.985,13.841,93.882,0.867,7
0.989,0.956,-75.829,-18.134,13.595,103.135,0.89,7
1,1,-74.186,-17.888,13.671,99.128,0.877,7
0.989,0.961,-72.612,-18.269,14.307,106.578,0.897,7
0.988,0.95,-66.649,-17.831,16.244,123.91,0.863,7
0.984,0.947,-75.343,-18.091,13.573,98.471,0.905,7
0.995,0.976,-73.772,-18.138,14.772,99.128,0.888,7
0.995,0.978,-73.427,-17.855,14.898,96.374,0.863,7
1,1,-71.12,-18.307,14.21,99.228,0.899,7
0.995,0.971,-74.409,-17.833,14.379,117.869,0.899,7
0.994,0.973,-71.062,-17.761,15.201,128.628,0.88,7
0.983,0.947,-75.734,-18.137,13.526,99.128,0.918,7
0.98,0.913,-70.817,-18.541,14.335,99.128,0.898,7
0.984,0.963,-76.553,-18.206,13.54,98.93,0.871,7
0.973,0.918,-72.495,-18.456,13.658,103.75,0.898,7
0.994,0.974,-74.008,-18.196,15.703,118.554,0.858,7
0.995,0.979,-72.577,-18.031,14.684,104.281,0.878,7
0.985,0.939,-77.044,-18.103,13.658,91.543,0.906,7
0.972,0.9,-64.992,-17.97,15.767,113.928,0.869,7
0.989,0.966,-69.615,-18.409,14.522,113.847,0.904,7
1,1,-69.358,-18.03,15.429,108.765,0.878,7
0.994,0.976,-73.288,-18.56,12.058,98.767,0.977,7
0.994,0.979,-70.344,-17.976,14.76,118.621,0.948,7
0.994,0.976,-69.746,-18.401,15.451,124.073,0.963,7
0.994,0.96,-71.208,-18.049,15.911,158.25,0.904,7
0.988,0.941,-69.584,-17.889,14.577,138.341,0.957,7
1,1,-69.107,-17.944,14.715,118.862,0.851,7
0.989,0.953,-70.57,-17.681,15,121.347,0.875,7
0.994,0.979,-71.206,-17.937,14.994,127.947,0.903,7
0.994,0.975,-73.627,-18.214,13.705,108.144,0.971,7
0.994,0.982,-67.232,-18.503,15.193,103.032,0.985,7
0.982,0.925,-69.351,-17.872,15.154,137.48,0.855,7
0.995,0.981,-71.481,-18.357,14.263,114.388,0.984,7
0.979,0.922,-70.967,-17.988,14.367,94.678,0.933,7
1,1,-71.528,-18.565,15.363,109.006,0.935,7
0.988,0.956,-71.44,-18.165,14.746,118.981,0.897,7
0.995,0.973,-72.619,-18.16,14.504,128.309,0.874,7
0.983,0.945,-72.733,-18.206,14.686,113.009,0.926,7
0.985,0.952,-74.408,-18.493,13.058,88.728,0.892,7
0.994,0.981,-73.051,-18.371,14.145,100.064,0.981,7
1,1,-70.228,-18.326,14.746,99.128,0.954,7
0.985,0.914,-70.801,-17.977,14.803,124.034,0.847,7
0.99,0.962,-70.436,-18.098,14.14,103.977,0.935,7
1,1,-68.261,-18.209,15.338,98.767,0.953,7
1,1,-67.916,-18.091,15.525,100.131,0.905,7
0.986,0.976,-70.549,-17.999,15.736,144.018,0.948,7
0.995,0.97,-72.974,-17.845,15.076,122.91,0.922,7
0.995,1,-71.394,-18.013,14.764,103.032,0.887,7
0.994,0.976,-71.537,-18.13,15.587,135.842,0.885,7
0.989,0.966,-71.31,-18.249,15.563,112.919,0.917,7
0.99,0.956,-71.259,-18.513,14.77,98.93,0.893,7
0.984,0.941,-71.45,-18.724,14.86,103.821,0.928,7
0.984,0.923,-69.675,-18.278,14.43,113.847,0.871,7
0.986,0.936,-69.796,-18.198,14.721,98.668,0.885,7
0.989,0.957,-72.286,-18.509,13.606,106.944,0.982,7
0.995,0.98,-72.357,-18.262,13.744,98.814,0.877,7
0.979,0.92,-70.862,-18.177,14.944,113.928,0.893,7
0.994,0.979,-71.449,-18.184,15.039,113.928,0.986,7
1,1,-72.475,-18.142,15.118,96.471,0.904,7
0.965,0.881,-71.489,-18.408,14.393,89.154,0.933,7
0.994,0.972,-70.933,-17.754,14.32,127.849,0.886,7
0.966,0.889,-70.27,-18.231,14.862,113.814,0.955,7
1,1,-71.489,-18.328,15.958,128.499,0.873,7
0.994,0.984,-71.61,-18.433,15.047,113.928,0.905,7
0.982,0.964,-73.595,-18.302,14.565,99.261,0.867,7
1,1,-72.575,-18.053,15.261,123.662,0.878,7
0.995,0.982,-74.253,-18.576,14.962,111.204,0.857,7
0.99,0.968,-70.36,-18.199,14.69,112.918,0.93,7
1,1,-70.941,-18.509,14.927,143.644,0.939,7
0.989,0.963,-72.061,-18.448,14.984,118.604,0.97,7
1,1,-71.978,-18.263,14.886,128.499,0.893,7
1,1,-72.63,-18.565,14.937,119.015,0.893,7
0.994,0.98,-72.632,-18.408,14.828,113.847,0.881,7
1,1,-71.603,-18.021,15.848,146.084,0.881,7
0.995,0.978,-70.877,-18.19,15.11,127.611,0.898,7
0.995,0.987,-71.057,-18.528,14.786,99.128,0.926,7
1,1,-74.476,-17.767,15.002,113.847,0.884,7
0.993,0.979,-76.386,-18.332,14.378,123.215,0.903,7
1,1,-72.972,-18.235,15.091,138.318,0.938,7
1,1,-73.376,-18.687,15.186,117.869,0.883,7
0.994,0.98,-71.216,-18.02,14.07,120.914,0.92,7
1,1,-72.351,-18.312,14.537,123.778,0.885,7
0.993,0.984,-70.902,-18.549,15.253,118.402,0.901,7
1,1,-71.884,-17.569,15.448,138.274,0.902,7
0.989,0.969,-72.784,-18.437,14.098,102.868,0.97,7
1,1,-72.922,-18.139,14.928,104.74,0.869,7
0.955,0.887,-70.746,-18.448,15.499,108.874,0.91,7
0.983,0.958,-75.679,-18.216,14.881,128.242,0.872,7
0.995,0.977,-73.766,-18.102,14.749,134.775,0.869,7
0.994,0.978,-71.633,-18.276,15.674,132.705,0.933,7
1,1,-73.709,-18.146,15.374,112.514,0.858,7
0.995,0.979,-73.565,-18.199,15.807,122.325,0.883,7
0.98,0.915,-73.485,-17.831,15.215,115.057,0.846,7
1,1,-72.214,-18.347,16.26,128.566,0.888,7
0.994,0.982,-72.045,-18.307,15.555,124.034,0.916,7
0.99,0.957,-71.958,-18.285,15.386,121.156,0.972,7
1,1,-70.486,-18.352,15.63,113.84,0.887,7
1,1,-73.688,-17.975,15.957,133.547,0.942,7
0.988,0.963,-71.99,-18.369,14.897,117.869,0.959,7
0.995,0.98,-73.85,-18.288,15.149,125.749,0.872,7
0.994,0.982,-72.173,-18.577,14.821,118.981,0.932,7
0.986,0.954,-71.331,-18.325,14.756,103.509,0.894,7
0.99,0.959,-72.676,-18.027,14.692,108.744,0.941,7
0.994,0.978,-71.119,-18.314,15.167,113.814,0.863,7
1,1,-71.698,-17.89,15.021,118.402,0.871,7
1,1,-70.56,-17.997,15.372,128.628,0.88,7
0.994,0.981,-73.141,-18.369,12.736,95.781,0.878,7
0.988,0.963,-72.203,-18.435,14.367,109.334,0.933,7
0.984,0.939,-70.597,-18.415,16.286,98.93,0.908,7
0.994,0.98,-69.959,-18.227,14.899,103.461,0.932,7
0.994,0.98,-71.549,-18.493,14.436,99.228,0.959,7
0.995,0.978,-75.273,-18.267,12.795,98.596,0.934,7
0.994,1,-72.545,-18.197,14.296,108.874,0.893,7
0.995,0.984,-70.564,-18.456,14.339,89.154,0.931,7
1,1,-72.067,-17.999,13.875,108.615,0.932,7
1,1,-70.309,-18.333,14.973,121.278,0.932,7
0.979,0.933,-70.316,-18.33,14.975,96.471,0.918,7
0.989,0.982,-70.839,-18.601,13.928,103.135,0.924,7
0.995,0.974,-70.015,-17.969,16.639,128.628,0.883,7
0.994,0.985,-69.6,-18.262,16.043,113.387,0.92,7
0.979,0.941,-73.059,-18.155,13.942,124.034,0.888,7
0.988,0.966,-71.649,-18.356,13.237,99.128,0.913,7
0.984,0.96,-71.529,-18.383,14.207,103.854,0.912,7
1,1,-69.984,-18.45,15.391,113.619,0.983,7
0.99,0.967,-71.538,-18.202,14.664,106.217,0.892,7
0.985,0.946,-71.175,-18.342,15.277,98.624,0.93,7
0.99,0.957,-69.897,-18.339,15.304,113.928,0.872,7
0.99,0.958,-70.833,-18.133,14.987,108.874,0.891,7
0.994,0.976,-72.609,-18.232,13.818,103.023,0.872,7
1,1,-69.96,-18.497,14.673,98.317,0.916,7
0.981,0.952,-70.486,-18.247,14.242,116.224,0.891,7
0.983,0.936,-73.007,-18.129,13.556,123.677,0.914,7
1,1,-71.11,-18.311,15.029,101.409,0.936,7
1,1,-68.969,-18.194,15.719,123.91,0.882,7
0.995,0.983,-68.871,-18.389,15.101,98.767,0.871,7
0.989,0.974,-74.629,-17.934,13.374,110.871,0.91,7
0.995,0.98,-72.346,-18.001,14.7,103.819,0.889,7
0.985,0.94,-72.264,-18.27,14.705,97.588,0.867,7
0.984,0.942,-74.771,-17.928,13.439,99.295,0.893,7
0.995,0.984,-70.349,-18.265,14.202,83.708,0.932,7
1,1,-68.731,-17.905,15.35,113.928,0.913,7
0.995,0.984,-72.789,-18.207,15.074,102.692,0.897,7
0.982,0.952,-71.436,-18.524,14.106,98.668,0.885,7
0.99,0.963,-71.305,-18.059,13.722,96.374,0.903,7
1,1,-72.487,-18.548,14.38,94.174,0.879,7
0.99,0.96,-69.839,-18.258,15.293,108.003,0.891,7
1,1,-72,-18.357,15.848,145.02,0.93,7
0.995,0.978,-72.258,-18.371,14.761,104.25,0.89,7
1,1,-71.146,-18.347,15.644,138.274,0.932,7
1,1,-71.734,-18.489,14.67,113.049,0.927,7
1,1,-70.728,-17.926,15.728,123.91,0.912,7
0.995,0.984,-73.214,-18.104,13.882,89.982,0.926,7
0.994,0.974,-70.795,-18.192,15.481,123.662,0.925,7
1,1,-71.909,-17.968,14.59,135.978,0.919,7
1,1,-71.257,-18.268,15.053,98.93,0.918,7
0.984,0.941,-72.768,-18.124,14.545,93.747,0.926,7
1,1,-71.237,-17.891,15.28,108.874,0.913,7
0.994,0.974,-71.192,-17.994,14.843,118.981,0.894,7
0.985,0.952,-70.054,-18.126,15.768,108.765,0.93,7
0.983,0.949,-71.588,-18.186,15.315,103.821,0.921,7
0.988,0.97,-75.935,-18.389,13.09,95.454,0.953,7
0.994,0.982,-72.609,-18.059,14.157,113.501,0.92,7
1,1,-71.414,-18.17,15.177,113.505,0.913,7
0.995,0.979,-70.952,-18.202,15.482,106.578,0.909,7
0.978,0.942,-71.26,-18.339,15.34,99.228,0.926,7
0.99,0.963,-70.363,-18.244,15.235,113.928,0.933,7
1,1,-72.965,-18.222,14.672,94.208,0.929,7
1,1,-71.323,-18.153,15.264,101.464,0.889,7
0.985,0.938,-73.193,-18.167,14.659,113.961,0.923,7
1,1,-72.385,-18.031,15.081,121.156,0.894,7
1,1,-73.003,-18.411,15.542,116.108,0.94,7
0.975,0.925,-71.485,-18.43,15.642,124.034,0.909,7
0.989,0.962,-73.1,-18.097,14.174,118.521,0.911,7
1,1,-71.182,-18.18,15.591,108.874,0.879,7
1,1,-73.323,-18.363,14.258,98.448,0.911,7
0.994,0.979,-72,-18.586,15.603,118.981,0.911,7
0.98,0.932,-71.446,-18.381,15.892,123.231,0.942,7
0.996,0.981,-72.571,-18.221,13.449,93.925,0.931,7
0.989,0.981,-71.563,-18.025,15.125,108.33,0.913,7
1,1,-72.815,-18.306,14.968,99.079,0.926,7
0.994,0.983,-70.024,-18.507,15.829,108.481,0.918,7
0.99,0.964,-72.446,-18.322,14.494,98.767,0.931,7
0.994,0.981,-70.408,-18.276,15.852,119.262,0.911,7
0.979,0.934,-70.373,-18.286,15.576,99.228,0.943,7
0.989,0.962,-71.875,-18.348,15.143,116.81,0.914,7
0.989,0.981,-70.414,-18.455,15.777,110.871,0.912,7
0.995,0.982,-70.238,-18.203,15.56,96.374,0.913,7
0.994,0.981,-71.115,-18.291,15.613,110.871,0.902,7
0.988,0.961,-77.176,-18.263,13.298,108.874,0.911,7
1,1,-76.151,-18.095,13.838,98.93,0.906,7
1,1,-72.283,-17.726,15.522,138.274,0.889,7
0.994,0.982,-74.54,-17.991,14.514,108.228,0.866,7
0.988,0.946,-73.766,-18.136,14.542,124.034,0.908,7
1,1,-74.686,-17.969,14.049,103.439,0.916,7
0.983,0.939,-74.318,-18.303,14.974,112.54,0.907,7
1,1,-70.779,-17.926,16.138,148.692,0.881,7
1,1,-75.844,-18.225,14.468,108.547,0.922,7
0.99,0.96,-75.649,-18.153,13.976,103.461,0.914,7
1,1,-76.108,-17.788,14.769,113.04,0.9,7
1,1,-73.845,-18.195,14.34,113.586,0.906,7
1,1,-75.888,-17.997,14.987,108.481,0.903,7
0.987,0.965,-76.364,-18.394,14.938,104.911,0.905,7
1,1,-74.019,-17.808,15.436,118.862,0.901,7
0.986,0.96,-75.162,-18.064,14.379,98.767,0.921,7
1,1,-71.874,-18.333,15.905,118.402,0.907,7
0.99,0.966,-73.202,-18.339,14.464,89.065,0.908,7
1,1,-72.273,-18.134,15.771,113.928,0.878,7
1,1,-72.65,-18.214,14.763,108.481,0.887,7
0.989,0.944,-76.616,-18.077,13.158,99.228,0.868,7
1,1,-75.942,-18.176,14.742,118.981,0.904,7
1,1,-75.554,-18.169,14.495,96.374,0.892,7
1,1,-75.274,-17.769,14.529,152.183,0.871,7
1,1,-76.077,-17.745,15.677,140.806,0.874,7
0.994,0.976,-75.299,-18.281,15.042,127.273,0.884,7
0.986,0.953,-74.595,-18.332,14.769,148.841,0.9,7
0.994,0.979,-77.713,-17.965,13.469,106.887,0.91,7
1,1,-75.25,-18.098,15.069,99.261,0.899,7
1,1,-72.54,-18.08,14.345,94.069,0.895,7
0.995,0.979,-75.338,-18.13,14.111,94.174,0.895,7
0.985,0.94,-74.734,-17.852,14.358,108.481,0.868,7
0.995,0.978,-73.554,-18.282,15.73,138.596,0.914,7
1,1,-75.26,-17.698,14.897,125.287,0.871,7
1,1,-70.91,-17.934,15.8,135.978,0.91,7
0.983,0.935,-74.181,-18.046,14.948,118.862,0.907,7
1,1,-76.204,-17.982,14.098,120.307,0.883,7
0.995,0.979,-74.51,-18.176,14.165,101.423,0.907,7
0.989,0.958,-75.844,-18.152,14.378,111.093,0.886,7
0.99,0.958,-73.876,-18.163,15.092,110.608,0.871,7
0.979,0.905,-74.538,-18.124,14.931,105.659,0.867,7
1,1,-75.664,-18.062,15.266,118.402,0.876,7
0.994,0.982,-73.883,-18.153,15.091,116.05,0.905,7
0.988,0.952,-74.783,-17.987,14.531,127.611,0.855,7
0.994,0.976,-72.641,-17.902,15.639,118.981,0.9,7
0.978,0.932,-74.928,-17.934,14.458,112.896,0.894,7
1,1,-73.953,-18.338,15.158,116.05,0.914,7
0.995,0.978,-70.613,-18.054,15.001,128.499,0.911,7
0.989,0.964,-72.774,-18.336,16.097,108.886,0.908,7
0.994,0.985,-75.61,-18.263,14.182,96.471,0.947,7
1,1,-73.914,-18.274,16.126,128.435,0.964,7
0.994,0.983,-72.318,-18.16,14.836,99.261,0.918,7
0.989,0.962,-72.302,-18.2,15.31,133.547,0.958,7
1,1,-74.263,-18.036,14.71,123.091,0.881,7
0.994,1,-72.473,-17.948,16.31,140.608,0.966,7
0.983,0.93,-73.65,-18.154,16.159,148.233,0.857,7
0.994,0.982,-76.905,-18.458,13.052,113.847,0.908,7
0.97,0.906,-72.986,-17.821,15.165,133.28,0.9,7
0.985,0.944,-74.523,-18.593,14.596,113.814,0.938,7
1,1,-75.239,-17.973,14.392,115.875,0.947,7
0.994,0.98,-74.573,-18.031,13.841,116.224,0.91,7
0.988,0.956,-74.126,-18.271,14.577,140.015,0.899,7
0.98,0.943,-72.867,-18.479,15.344,128.106,0.908,7
0.995,0.984,-74.445,-18.121,15.059,111.887,0.914,7
0.988,0.957,-72.357,-18.173,14.519,142.343,0.886,7
0.995,0.981,-74.816,-18.006,14.35,96.374,0.883,7
0.978,0.905,-71.024,-18.107,15.856,128.661,0.895,7
0.99,0.961,-72.665,-18.17,14.525,108.318,0.917,7
1,1,-75.052,-18.3,13.684,103.888,0.896,7
0.988,0.96,-76.423,-18.001,14.636,128.242,0.889,7
0.989,0.966,-72.946,-18.369,14.261,113.602,0.9,7
0.967,0.904,-71.51,-18.427,15.74,138.341,0.889,7
0.988,0.963,-72.318,-18.222,14.903,123.538,0.972,7
0.975,0.931,-75.867,-18.469,14.332,124.034,0.877,7
0.988,0.957,-70.471,-17.831,15.011,134.826,0.837,7
